type,price,profit,pair,scenario,timeframe,ema1,ema2
SELL,28.972,-1349.0568838938852,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,25.763,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,26.776,737.2708989395906,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,29.777,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,27.624,-1487.3653161287075,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,31.027,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,33.551,1494.5722477721283,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,34.92,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,33.661,-756.1107452195683,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,35.494,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,37.489,1064.972614742037,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,39.246,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,39.487,97.13367123547505,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,43.615,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,72.933,13813.376216416335,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,77.277,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,71.999,-2396.77996388885,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,74.92,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,152.23,32968.82077168005,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,173.03,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,179.57,2362.637005709832,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,185.39,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,177.86,-2826.800751952651,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,161.29,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,149.16,-4937.531585818848,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,145.41,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,136.69,-3652.8310161522604,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,145.76,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,133.66,-4716.573970002872,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,138.39,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,165.45,9932.597697668498,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,163.35,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,157.06,-2437.669194752336,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,150.55,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,159.29,3322.5657412912915,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,172.43,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,190.23,6309.95200359101,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,208.58,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,198.97,-3240.988748094329,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,200.41,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,193.18,-2437.1978247799125,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,201.5,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,243.77,13043.693199254529,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,246.71,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,246.85,-63.06950041431992,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,238.88,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,230.01,-2911.5446848092106,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,215.25,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,211.84,-1252.7781993126991,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,222.53,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,208.81,-4502.274027482228,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,202.15,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,212.75,3414.492798398089,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,202.12,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,189.42,-4516.704736716725,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,166.01,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,171.91,2246.469491706521,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,178.88,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,178.57,-213.29422179110406,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,188.96,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,191.49,813.1767914203228,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,176.39,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,173.5,-1220.9265344393789,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,139.93,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,146.67,3153.284166145997,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,147.71,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,146.17,-834.7297100896976,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,148.0,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,142.95,-2477.4844811316434,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,140.16,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,132.21,-3909.8279105556503,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,96.29,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,88.39,-5287.474023108152,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,96.31,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,90.24,-3742.2156021162446,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,106.1,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,99.2,-3610.5468480902855,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,105.49,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,111.08,2617.746337649238,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,100.96,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,99.09,-1063.0485124033876,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,93.83,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,87.57,-3562.1921304824573,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,91.67,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,86.45,-2843.572030696043,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,89.74,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,87.74,-1087.2289715228471,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,90.09,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,84.87,-2659.3035865882484,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,97.59,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,95.73,-862.5545574989446,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,88.19,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,83.2,-2394.448520535145,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,83.61,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,88.62,2276.6459242977726,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,90.07,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,127.49,17049.656298685244,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,106.71,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,101.34,-3010.5502043171873,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,104.51,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,100.15,-2380.089121416866,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,101.46,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,102.49,462.1928740727235,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,99.27,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,97.92,-799.26528020775,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,93.31,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,89.8,-2047.8043191148681,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,52.75,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,50.4,-2317.716701929312,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,51.53,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,50.09,-1412.2683428982855,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,44.59,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,44.84,196.4395430151926,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,43.56,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,40.21,-3673.377463208926,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,40.28,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,37.95,-2561.926528348835,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,34.27,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,29.78,-5387.295067943538,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,30.03,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,30.3,267.938633027843,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,31.68,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,34.88,3543.2031707391143,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,36.62,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,38.7,2166.5911938816935,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.76,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,32.76,-57.8429987273048,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,33.8,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,33.34,-618.6801734271066,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,35.4,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,37.07,1858.2953772336768,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,36.77,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,41.44,5332.297991824751,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,43.68,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,41.32,-2648.371818153668,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,39.49,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,42.93,3868.341887959017,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,40.17,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,40.99,931.5058714129118,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,41.96,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,43.9,2238.3552703618843,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,35.84,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,35.1,-1150.1023339334133,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.32,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,30.88,-2344.3588405651026,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.31,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,31.2,-1740.3281662409645,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,31.8,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,31.23,-907.0508859988913,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,31.56,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,30.89,-1041.664064308825,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.4,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,35.41,4116.413385310501,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,33.42,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,32.38,-1596.7235903360634,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.31,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,31.93,-625.2784348881978,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,33.69,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,32.18,-2166.8823824153005,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,33.36,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,32.63,-1041.1693155492976,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,33.52,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,33.08,-634.5296902837217,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.89,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,33.47,698.7166557624078,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,31.33,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,29.67,-2378.865422776318,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,30.84,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,29.9,-1318.772769162475,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,28.91,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,28.34,-845.7284931072063,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,31.62,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,30.22,-1790.709196360156,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.07,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,32.4,332.5668358474504,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.31,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,33.78,1664.4832861390387,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,14.91,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,13.92,-2671.964078487181,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,12.89,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,13.07,461.5758448277411,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,13.95,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,13.51,-1225.5433519895014,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,13.91,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,13.57,-929.8386952228102,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,13.88,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,13.53,-932.9450832025541,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,13.73,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,13.48,-669.0517782805182,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,13.75,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,13.71,-144.18901902440848,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,10.08,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,13.2,10262.377330772724,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,13.47,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,22.52,29201.4280277113,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,24.91,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,24.33,-1794.9849931137724,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,24.78,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,24.41,-1158.364215372756,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,24.76,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,23.99,-2267.3811689859576,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,24.37,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,23.92,-1341.0352425520396,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,26.01,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,24.02,-5154.728217171512,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,25.07,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,24.3,-1959.514503686165,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,23.85,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,23.13,-1865.6474628550568,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.39,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.31,-2967.975349943088,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.37,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,23.54,5430.844079057322,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,18.38,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,19.24,2707.6188848459788,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.35,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,21.65,3896.1709967923816,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.66,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.49,-637.9716200500552,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.85,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.55,-1036.0067704785106,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.84,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.69,-555.3100441240822,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.56,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,23.96,10497.677154642726,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,24.53,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,24.66,290.4350136771536,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.8,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,21.09,-2540.8295260007726,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.68,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,22.19,1598.5372260841395,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,22.2,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,21.79,-1467.4882406731049,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,22.86,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,21.91,-3109.75384987054,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,22.44,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,21.66,-2505.3616236809175,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.07,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.98,-378.8507629997184,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.02,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.84,-661.6956772720732,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.05,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,19.56,-1698.821336681336,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,19.53,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.52,3156.835669439919,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.98,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,19.93,-3457.3243947187584,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,15.25,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,16.4,4717.766518038261,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,17.08,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,16.64,-1859.485007856798,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,17.11,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,16.75,-1494.6389899353817,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,17.59,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,18.62,3721.224333120437,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,19.51,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.91,4842.23304017949,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,22.0,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,26.36,14494.762175133423,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,26.96,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,25.69,-4275.234035711474,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,24.68,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,24.89,596.0644658140227,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,23.21,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,22.85,-1428.3908094905491,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,23.04,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,24.23,4172.261934184382,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,24.82,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,24.05,-2827.4489294771047,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.61,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.8,-3280.909617629397,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.59,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.37,-980.1998669353779,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.55,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.26,-1242.955613352824,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.32,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,20.64,-2626.4283363261347,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,19.78,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,19.24,-2188.7251045324665,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.23,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,19.44,-2996.381896340492,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,20.03,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,19.57,-1731.9990522300213,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,18.36,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,18.79,1527.0194719153806,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,19.05,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,19.6,1946.9289151703852,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,19.51,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,22.88,12476.137565379628,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,23.51,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,23.31,-844.9744120058167,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,23.42,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,23.27,-659.1134480628971,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,21.96,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,31.81,37459.64017961922,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,32.83,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,39.11,23011.08459353984,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,39.02,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,38.66,-1532.0822939114878,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,40.67,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,40.3,-1497.5056363113981,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,41.39,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,43.82,8088.306547136861,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,47.55,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,52.15,14225.843278304383,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,56.24,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,58.57,6541.374996223429,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,59.36,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,59.0,-1268.8870252514025,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,60.12,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,56.59,-10140.875960754813,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,58.4,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,57.2,-3480.254106956476,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,57.83,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,60.59,7184.1405062089325,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,63.15,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,68.86,14443.78781445176,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,70.08,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,72.89,6836.739717712509,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,75.27,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,106.54,75978.71417884389,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,107.88,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,107.02,-2431.242220884975,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,107.97,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,100.31,-18589.727516254497,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,98.0,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,94.78,-8166.849750165595,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,100.59,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,98.09,-6044.72427893884,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,97.9,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,95.44,-5947.743868478225,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,96.84,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,92.36,-10402.864100378501,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,87.67,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,97.62,23300.494508863892,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,99.82,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,97.7,-5232.865274957789,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,100.45,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,98.0,-5826.6359105347365,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,97.08,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,105.93,19755.61797988086,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,113.02,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,108.5,-9927.229510013014,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,111.25,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,112.53,2323.0170275615237,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,112.73,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,110.8,-4301.315431830531,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,104.01,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,100.95,-7025.248957801203,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,110.17,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,119.24,17877.84136773637,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,138.19,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,144.39,10377.933230388357,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,146.78,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,183.66,62247.99692983925,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,188.51,,SOLUSDT,StochRSI_TRIX,1h,26,50
SELL,179.46,-15380.86499044631,SOLUSDT,StochRSI_TRIX,1h,26,50
BUY,181.31,,SOLUSDT,StochRSI_TRIX,1h,26,50
