type,price,profit,pair,scenario,timeframe,ema1,ema2
SELL,19.28,-1181.5937587919761,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,19.46,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,21.34,6418.3002892072545,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,21.27,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,21.69,1354.266495015123,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,25.56,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,27.37,5218.131009645789,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,27.8,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,27.58,-748.8135114234465,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,27.92,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,27.26,-1994.1942483860184,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,26.2,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,25.23,-2983.55809100077,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,25.68,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,25.59,-366.3327678855567,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,23.44,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,24.79,4175.225740927723,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,25.02,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,24.99,-204.0666681019793,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,23.67,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,23.69,-43.55767169177125,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,23.26,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,22.56,-2463.7613747336145,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,22.92,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,22.8,-502.852108952633,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,23.2,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,24.53,4209.11032833498,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,24.58,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,24.51,-337.67269121033314,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,24.67,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,24.66,-142.9702166805073,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,24.82,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,24.05,-2561.083507240386,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,21.9,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,21.74,-665.487416520642,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,21.92,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,21.73,-762.8862989762129,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,21.37,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,20.94,-1614.2645421375346,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,20.57,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,20.37,-816.4102344168641,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,20.47,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,20.43,-243.52601110145042,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,20.56,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,20.26,-1156.7816615411284,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,21.32,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,20.78,-1902.513352471331,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,19.52,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,19.41,-487.4748320216022,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,19.66,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,19.34,-1216.0656753315707,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,20.23,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,19.44,-2733.5590841027733,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,20.03,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,19.57,-1580.0795448213976,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,18.15,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,17.93,-855.5413629893592,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,18.1,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,18.73,2084.9089768572157,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,19.12,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,18.98,-562.6296680933447,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,19.1,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,19.6,1584.0368384424728,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,19.57,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,19.43,-560.4969475376711,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,19.47,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,19.5,9.052178488454956,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,19.21,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,23.32,13808.089141412893,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,23.2,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,22.92,-1060.835235392471,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,23.51,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,23.26,-935.0601869522507,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,23.39,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,23.33,-304.48058472693083,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,23.42,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,23.27,-596.8324975479627,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,22.25,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,21.91,-1265.51946359656,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,21.79,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,21.82,-1.842000203061616,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,21.96,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,21.87,-410.255041796132,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,21.93,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,23.72,5951.213557429626,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,24.81,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,30.82,19297.825589262007,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,31.04,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,31.19,341.0352535287675,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,32.46,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,31.93,-1768.2930001687928,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,32.2,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,31.96,-867.5387050554855,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,32.18,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,40.79,25845.490254468197,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,40.67,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,41.03,915.7553740278818,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,41.73,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,43.82,6028.357993846163,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,47.55,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,57.08,25842.68593742518,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,58.71,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,54.64,-11008.866799265641,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,56.33,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,58.57,5549.891633834515,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,58.41,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,58.35,-364.8028586949513,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,57.91,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,56.84,-2978.6049978960364,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,56.99,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,58.08,2603.1670711071056,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,57.83,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,60.13,5735.060262598592,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,61.71,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,60.59,-3034.1649435384024,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,63.15,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,73.0,23520.85655279446,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,73.57,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,70.03,-8698.060431881051,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,70.61,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,65.94,-11276.745028493344,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,70.62,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,73.5,6131.668300859368,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,75.66,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,73.78,-4247.887662282999,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,75.27,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,72.83,-5329.245732197654,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,77.07,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,115.0,74723.23219057638,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,105.12,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,104.15,-2411.5382990727376,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,103.36,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,102.49,-2204.035369706602,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,103.92,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,101.72,-5017.065347131749,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,104.39,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,107.02,5169.2396602574445,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,104.78,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,102.6,-4939.391612585721,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,96.86,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,97.43,975.087902523228,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,100.59,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,99.54,-2586.618681517837,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,94.49,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,95.9,2918.905831350159,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,96.84,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,99.19,5002.903486796655,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,93.16,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,92.57,-1730.9729156027315,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,87.21,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,86.39,-2399.2119465307624,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,87.67,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,101.1,33342.945920581726,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,100.45,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,98.99,-4031.28509020168,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,95.6,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,96.19,1187.4652931360179,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,96.88,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,95.77,-3216.3602720093622,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,97.08,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,108.63,29030.366054338432,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,113.02,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,108.5,-11420.886174750922,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,111.25,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,114.02,6215.046723013569,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,110.82,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,110.37,-1478.623990883003,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,105.84,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,104.71,-3251.7391214338713,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,101.95,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,101.54,-1442.4332220004871,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,110.17,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,107.56,-6637.909332264331,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,111.39,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,130.06,42867.13530619122,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,129.75,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,129.54,-908.1649056365713,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,132.19,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,119.24,-29791.384959619725,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,130.72,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,145.84,30858.95835276699,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,146.71,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,144.07,-5835.899138136534,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,146.78,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,148.36,2762.548400300904,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,150.4,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,182.39,62926.68394367385,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,187.96,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,182.91,-10195.139769609843,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,189.72,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,183.66,-11685.748651563888,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,188.51,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,179.79,-16146.78476748243,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,175.16,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,174.04,-2515.4478920073016,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,175.27,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,189.14,24887.366153614945,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,187.36,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,185.39,-4111.193750184088,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,188.65,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,185.44,-6278.566672509245,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,188.5,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,196.93,14496.595781701559,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,188.54,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,185.09,-6877.576529111073,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,186.99,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,184.0,-5952.251711674675,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,178.07,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,177.13,-2246.610486994963,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,180.5,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,178.24,-4650.874907979392,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,173.0,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,165.97,-13847.774375338282,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,148.51,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,138.52,-21671.31600008486,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,139.48,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,128.71,-23109.177601341915,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,136.89,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,148.63,22850.820989971864,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,140.68,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,134.93,-12415.5149378223,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,131.79,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,149.24,36850.81998560933,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,153.26,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,146.94,-13562.908176085155,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,146.41,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,144.99,-3380.5415318823652,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,147.48,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,143.87,-7794.096117054694,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,160.34,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,170.1,17447.48934777273,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,176.03,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,177.59,2318.8472141362727,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,180.63,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,179.83,-1825.6530084997648,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,181.39,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,177.63,-6889.217604139238,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,166.87,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,170.0,5283.459087372874,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,170.05,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,165.74,-8283.510322811722,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,168.42,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,166.84,-3250.223603552673,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,167.31,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,166.77,-1380.286354148935,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,163.35,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,164.22,1164.8088755912613,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,165.57,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,170.45,8364.65163571987,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,161.47,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,157.62,-7733.00393111509,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,160.44,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,159.37,-2409.867483681359,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,155.97,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,152.09,-7783.312949554762,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,144.68,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,144.68,-404.209902244329,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,150.47,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,146.42,-8155.7482776804245,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,139.98,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,137.88,-4590.883836848079,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,134.98,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,134.58,-1201.5876519033918,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,134.86,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,131.75,-6704.805191967345,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,134.82,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,136.43,2818.3963820112986,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,147.57,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,141.86,-10833.85905433516,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,144.42,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,146.4,3192.6660296077607,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,134.24,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,138.36,7690.759678056289,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,138.27,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,141.57,6071.23234558024,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,141.74,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,141.18,-1478.9509351797751,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,142.36,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,136.57,-11563.357194450742,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,138.19,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,157.86,37108.209735125536,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,157.96,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,157.53,-1238.5445797077846,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,160.8,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,176.06,27966.73366899602,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,176.42,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,169.4,-13471.725507763156,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,178.2,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,180.41,3449.561891493213,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,182.17,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,181.93,-861.9853753739735,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,137.49,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,152.56,34211.78373728221,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,154.98,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,149.29,-13353.334606254532,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,148.24,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,144.98,-7883.397706089076,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,147.2,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,144.89,-5626.250044158427,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,143.49,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,140.37,-7487.680928216374,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,141.29,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,142.33,1883.3252503877738,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,143.66,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,143.35,-1131.5626533381292,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,142.92,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,158.87,34909.333871521114,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,134.93,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,129.8,-13862.213313708955,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,132.61,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,129.49,-8421.076240894035,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,128.31,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,127.71,-2001.925889279868,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,130.08,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,132.45,5506.115483147383,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,134.9,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,134.15,-2317.3020921857096,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,139.1,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,135.61,-8757.422525340342,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,131.95,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,131.7,-1060.7986300617922,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,150.58,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,145.0,-12336.324019664142,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,145.52,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,143.72,-4247.681543943647,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,145.53,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,148.42,5614.826394880249,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,150.94,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,156.78,11552.948011406173,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,157.67,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,155.95,-3955.9908263912075,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,159.02,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,156.91,-4656.406689233321,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,156.07,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,150.8,-10999.08370612096,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,141.16,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,145.31,8448.93022773217,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,145.45,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,146.03,802.2464902497595,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,147.2,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,152.99,11797.45249618718,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,154.49,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,154.23,-995.624051933235,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,155.46,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,153.23,-5067.002836681146,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,153.0,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,165.74,25930.09600303904,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,167.78,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,173.58,11364.221963633434,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,171.3,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,176.43,10104.665297602303,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,163.34,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,155.37,-18274.587581016065,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,166.72,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,198.81,66078.22037827002,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,200.49,,SOLUSDT,StochRSI_TRIX,1h,14,26
SELL,213.3,25734.558455114253,SOLUSDT,StochRSI_TRIX,1h,14,26
BUY,210.87,,SOLUSDT,StochRSI_TRIX,1h,14,26
